期刊名称,JCR_2024JIF,JCR_Quartile,JCR_JIF_rank,JCR_Category,CAS_分区,CAS_Top,CAS_OpenAccess,ISSN,EISSN,出版商,国家,EI_学科,数据来源
ACM TRANSACTIONS ON PRIVACY AND SECURITY,2.8,Q2,128/258,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE)",3,否,否,24712566,24712574,Association for Computing Machinery,United States,"Computer Science (all); Safety, Risk, Reliability and Quality",JCR+CAS+EI
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,1.6,Q3,82/128,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",2,否,否,01640925,15584593,Association for Computing Machinery,United States,Software,JCR+CAS+EI
ACM TRANSACTIONS ON QUANTUM COMPUTING,6.8,Q1,13/147,"COMPUTER SCIENCE, THEORY & METHODS(ESCI);QUANTUM SCIENCE & TECHNOLOGY(ESCI)",3,否,否,-,26436817,Association for Computing Machinery,United States,Computer Science (miscellaneous); Computational Theory and Mathematics; Theoretical Computer Science; Statistical and Nonlinear Physics,JCR+CAS+EI
ACM TRANSACTIONS ON RECONFIGURABLE TECHNOLOGY AND SYSTEMS,2.8,Q2,25/60,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE)",3,否,否,19367406,19367414,Association for Computing Machinery,United States,Computer Science (all),JCR+CAS+EI
ACM TRANSACTIONS ON SENSOR NETWORKS,4.7,Q1,56/258,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);TELECOMMUNICATIONS(SCIE)",4,否,否,15504859,15504867,Association for Computing Machinery,United States,Computer Networks and Communications,JCR+CAS+EI
ACM TRANSACTIONS ON SOCIAL COMPUTING,,,,,,,,24697818,24697826,Association for Computing Machinery,United States,Computer Networks and Communications; Information Systems,EI
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,6.2,Q1,9/128,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",1,是,否,1049331X,15577392,Association for Computing Machinery,United States,Software,JCR+CAS+EI
ACM TRANSACTIONS ON SPATIAL ALGORITHMS AND SYSTEMS,1.6,Q3,44/65,REMOTE SENSING(ESCI),4,否,否,23740353,23740361,Association for Computing Machinery,United States,Computer Science Applications; Information Systems; Signal Processing; Discrete Mathematics and Combinatorics; Geometry and Topology; Modeling and Simulation,JCR+CAS+EI
ACM TRANSACTIONS ON STORAGE,2.6,Q2,57/128,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",3,否,否,15533077,15533093,Association for Computing Machinery,United States,Hardware and Architecture,JCR+CAS+EI
ACM TRANSACTIONS ON THE WEB,4.1,Q1,23/128,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",4,否,否,15591131,1559114X,Association for Computing Machinery,United States,Computer Networks and Communications,JCR+CAS+EI
ACM/IMS TRANSACTIONS ON DATA SCIENCE,,,,,,,,26911922,25773224,Association for Computing Machinery,United States,Computer Networks and Communications; Computer Science Applications; Information Systems; Information Systems and Management,EI
ACME-ANNALI DELLA FACOLTA DI STUDI UMANISTICI DELL UNIVERSITA DEGLI STUDI DI MILANO,0.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
ACOUSTICAL PHYSICS,1.2,Q3,30/41,ACOUSTICS(SCIE),4,否,否,10637710,15626865,Pleiades Publishing,Russian Federation,Acoustics and Ultrasonics,JCR+CAS+EI
ACOUSTICAL SCIENCE AND TECHNOLOGY,0.6,Q4,38/41,ACOUSTICS(ESCI),4,否,否,13463969,13475177,Acoustical Society of Japan,Japan,Acoustics and Ultrasonics,JCR+CAS+EI
ACOUSTICS,1.2,Q3,30/41,ACOUSTICS(ESCI),4,否,是,,,,,,JCR+CAS
ACOUSTICS AUSTRALIA,1.8,Q3,23/41,ACOUSTICS(SCIE),4,否,否,08146039,18392571,Springer,Singapore,Acoustics and Ultrasonics,JCR+CAS+EI
ACOUSTICS BULLETIN,,,,,,,,0308437X,-,Institute of Acoustics,United Kingdom,Acoustics and Ultrasonics,EI
ACQUE SOTTERRANEE-ITALIAN JOURNAL OF GROUNDWATER,0.7,Q4,122/131,WATER RESOURCES(ESCI),4,否,是,,,,,,JCR+CAS
ACR OPEN RHEUMATOLOGY,2.8,Q2,24/58,RHEUMATOLOGY(ESCI),3,否,是,,,,,,JCR+CAS
ACROSS LANGUAGES AND CULTURES,0.9,Q3,162/303,LANGUAGE & LINGUISTICS(AHCI);LINGUISTICS(SSCI),1,是,否,,,,,,JCR+CAS
ACS AGRICULTURAL SCIENCE & TECHNOLOGY,2.9,Q1,21/94,"AGRICULTURE, MULTIDISCIPLINARY(ESCI);CHEMISTRY, APPLIED(ESCI)",4,否,否,,,,,,JCR+CAS
ACS APPLIED BIO MATERIALS,4.7,Q2,58/147,"MATERIALS SCIENCE, BIOMATERIALS(ESCI);NANOSCIENCE & NANOTECHNOLOGY(ESCI)",3,否,否,-,25766422,American Chemical Society,United States,Chemistry (all); Biomedical Engineering; Biomaterials; Biochemistry (medical),JCR+CAS+EI
ACS APPLIED ELECTRONIC MATERIALS,4.7,Q2,93/366,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",3,否,否,-,26376113,American Chemical Society,United States,"Electrochemistry; Electronic, Optical and Magnetic Materials; Materials Chemistry",JCR+CAS+EI
ACS APPLIED ENERGY MATERIALS,5.5,Q2,135/460,"CHEMISTRY, PHYSICAL(SCIE);ENERGY & FUELS(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",3,否,否,-,25740962,American Chemical Society,United States,Chemical Engineering (miscellaneous); Electrochemistry; Energy Engineering and Power Technology; Electrical and Electronic Engineering; Materials Chemistry,JCR+CAS+EI
ACS APPLIED ENGINEERING MATERIALS,3.5,Q2,219/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(ESCI)",,,,,,,,,JCR
ACS APPLIED MATERIALS & INTERFACES,8.2,Q1,83/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)",2,否,否,,,,,,JCR+CAS
ACS APPLIED MATERIALS AND INTERFACES,,,,,,,,19448244,19448252,American Chemical Society,United States,Materials Science (all),EI
ACS APPLIED NANO MATERIALS,5.5,Q2,135/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)",3,否,否,-,25740970,American Chemical Society,United States,Materials Science (all),JCR+CAS+EI
ACS APPLIED OPTICAL MATERIALS,3.8,Q2,34/125,"MATERIALS SCIENCE, MULTIDISCIPLINARY(ESCI);OPTICS(ESCI)",,,,,,,,,JCR
ACS APPLIED POLYMER MATERIALS,4.7,Q1,23/94,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);POLYMER SCIENCE(SCIE)",2,否,否,-,26376105,American Chemical Society,United States,Process Chemistry and Technology; Organic Chemistry; Polymers and Plastics,JCR+CAS+EI
ACS BIO & MED CHEM AU,4.3,Q2,91/319,"BIOCHEMISTRY & MOLECULAR BIOLOGY(ESCI);CHEMISTRY, MEDICINAL(ESCI)",4,否,否,,,,,,JCR+CAS
ACS BIOMATERIALS SCIENCE & ENGINEERING,5.5,Q2,20/55,"MATERIALS SCIENCE, BIOMATERIALS(SCIE)",3,否,否,,,,,,JCR+CAS
ACS BIOMATERIALS SCIENCE AND ENGINEERING,,,,,,,,-,23739878,American Chemical Society,United States,Biomedical Engineering; Biomaterials,EI
ACS CATALYSIS,13.1,Q1,21/185,"CHEMISTRY, PHYSICAL(SCIE)",1,是,否,-,21555435,American Chemical Society,United States,Catalysis; Chemistry (all),JCR+CAS+EI
ACS CENTRAL SCIENCE,10.4,Q1,28/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE)",1,是,是,23747943,23747951,American Chemical Society,United States,Chemical Engineering (all); Chemistry (all),JCR+CAS+EI
ACS CHEMICAL BIOLOGY,3.8,Q2,120/319,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE),2,否,否,,,,,,JCR+CAS
ACS CHEMICAL HEALTH & SAFETY,3.4,Q1,78/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(ESCI)",4,否,否,,,,,,JCR+CAS
ACS CHEMICAL HEALTH AND SAFETY,,,,,,,,-,18780504,American Chemical Society,United States,"Chemical Health and Safety; Chemistry (all); Public Health, Environmental and Occupational Health",EI
ACS CHEMICAL NEUROSCIENCE,3.9,Q2,86/314,"BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, MEDICINAL(SCIE);NEUROSCIENCES(SCIE)",3,否,否,,,,,,JCR+CAS
ACS EARTH AND SPACE CHEMISTRY,2.9,Q2,28/100,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);GEOCHEMISTRY & GEOPHYSICS(SCIE)",3,否,否,,,,,,JCR+CAS
ACS ENERGY LETTERS,18.2,Q1,8/182,"CHEMISTRY, PHYSICAL(SCIE);ELECTROCHEMISTRY(SCIE);ENERGY & FUELS(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)",1,是,否,-,23808195,American Chemical Society,United States,"Chemistry (miscellaneous); Energy Engineering and Power Technology; Fuel Technology; Renewable Energy, Sustainability and the Environment; Materials Chemistry",JCR+CAS+EI
ACS ENGINEERING AU,5.1,Q2,46/175,"ENGINEERING, CHEMICAL(ESCI)",3,否,是,,,,,,JCR+CAS
ACS ENVIRONMENTAL AU,7.7,Q1,41/374,"ENGINEERING, ENVIRONMENTAL(ESCI);ENVIRONMENTAL SCIENCES(ESCI)",2,否,是,,,,,,JCR+CAS
ACS ES&T ENGINEERING,6.7,Q2,21/83,"ENGINEERING, ENVIRONMENTAL(ESCI)",3,否,否,,,,,,JCR+CAS
ACS ES&T WATER,4.3,Q1,27/131,ENVIRONMENTAL SCIENCES(ESCI);WATER RESOURCES(ESCI),3,否,否,,,,,,JCR+CAS
ACS FOOD SCIENCE & TECHNOLOGY,2.8,Q3,93/181,FOOD SCIENCE & TECHNOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ACS INFECTIOUS DISEASES,3.8,Q1,30/137,"CHEMISTRY, MEDICINAL(SCIE);INFECTIOUS DISEASES(SCIE)",2,否,否,,,,,,JCR+CAS
ACS MACRO LETTERS,5.2,Q1,15/94,POLYMER SCIENCE(SCIE),1,是,否,-,21611653,American Chemical Society,United States,Inorganic Chemistry; Organic Chemistry; Materials Chemistry; Polymers and Plastics,JCR+CAS+EI
ACS MATERIALS AU,6.5,Q2,117/460,"CHEMISTRY, PHYSICAL(ESCI);MATERIALS SCIENCE, MULTIDISCIPLINARY(ESCI)",3,否,是,,,,,,JCR+CAS
ACS MATERIALS LETTERS,8.7,Q1,77/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",2,否,否,-,26394979,American Chemical Society,United States,Chemical Engineering (all); Biomedical Engineering; Materials Science (all),JCR+CAS+EI
ACS MEASUREMENT SCIENCE AU,9.0,Q1,5/111,"CHEMISTRY, ANALYTICAL(ESCI)",2,否,是,,,,,,JCR+CAS
ACS MEDICINAL CHEMISTRY LETTERS,4.0,Q2,25/72,"CHEMISTRY, MEDICINAL(SCIE)",3,否,否,,,,,,JCR+CAS
ACS NANO,16.0,Q1,28/460,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);CHEMISTRY, PHYSICAL(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)",1,是,否,19360851,1936086X,American Chemical Society,United States,Engineering (all); Materials Science (all); Physics and Astronomy (all),JCR+CAS+EI
ACS NANOSCIENCE AU,6.3,Q2,44/147,NANOSCIENCE & NANOTECHNOLOGY(ESCI),3,否,是,,,,,,JCR+CAS
ACS OMEGA,4.3,Q2,81/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE)",3,否,是,,,,,,JCR+CAS
ACS ORGANIC & INORGANIC AU,4.4,Q2,79/239,"CHEMISTRY, MULTIDISCIPLINARY(ESCI)",3,否,是,,,,,,JCR+CAS
ACS PHARMACOLOGY & TRANSLATIONAL SCIENCE,3.7,Q2,99/352,"CHEMISTRY, MEDICINAL(ESCI);PHARMACOLOGY & PHARMACY(ESCI)",3,否,否,,,,,,JCR+CAS
ACS PHOTONICS,6.7,Q1,18/125,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE);OPTICS(SCIE);PHYSICS, APPLIED(SCIE);PHYSICS, CONDENSED MATTER(SCIE)",1,是,否,-,23304022,American Chemical Society,United States,"Biotechnology; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Atomic and Molecular Physics, and Optics",JCR+CAS+EI
ACS PHYSICAL CHEMISTRY AU,4.3,Q2,75/185,"CHEMISTRY, PHYSICAL(ESCI)",3,否,是,,,,,,JCR+CAS
ACS POLYMERS AU,6.9,Q1,8/94,POLYMER SCIENCE(ESCI),2,否,是,,,,,,JCR+CAS
ACS SENSORS,9.1,Q1,4/111,"CHEMISTRY, ANALYTICAL(SCIE);CHEMISTRY, MULTIDISCIPLINARY(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)",1,是,否,-,23793694,American Chemical Society,United States,Bioengineering; Fluid Flow and Transfer Processes; Process Chemistry and Technology; Instrumentation,JCR+CAS+EI
ACS SUSTAINABLE CHEMISTRY & ENGINEERING,7.3,Q1,24/175,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);ENGINEERING, CHEMICAL(SCIE);GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY(SCIE)",1,是,否,,,,,,JCR+CAS
ACS SUSTAINABLE CHEMISTRY AND ENGINEERING,,,,,,,,-,21680485,American Chemical Society,United States,"Chemical Engineering (all); Chemistry (all); Renewable Energy, Sustainability and the Environment; Environmental Chemistry",EI
ACS SYNTHETIC BIOLOGY,3.9,Q1,18/86,BIOCHEMICAL RESEARCH METHODS(SCIE),2,否,否,,,,,,JCR+CAS
ACSMS HEALTH & FITNESS JOURNAL,1.8,Q2,65/133,SPORT SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
ACTA ACUSTICA,1.4,Q3,25/41,ACOUSTICS(SCIE),4,否,是,-,26814617,"European Acoustics Association, EAA",France,Music; Computer Science Applications; Electrical and Electronic Engineering; Acoustics and Ultrasonics; Speech and Hearing,JCR+CAS+EI
ACTA ADRIATICA,0.6,Q4,106/119,MARINE & FRESHWATER BIOLOGY(SCIE);OCEANOGRAPHY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,0.9,Q3,60/86,"AGRICULTURE, DAIRY & ANIMAL SCIENCE(SCIE)",4,否,否,,,,,,JCR+CAS
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,1.8,Q2,54/129,AGRONOMY(SCIE);SOIL SCIENCE(SCIE),4,否,否,,,,,,JCR+CAS
ACTA AGROBOTANICA,1.3,Q3,174/273,PLANT SCIENCES(ESCI),3,否,是,,,,,,JCR+CAS
ACTA ALIMENTARIA,1.0,Q4,152/181,FOOD SCIENCE & TECHNOLOGY(SCIE);NUTRITION & DIETETICS(SCIE),4,否,否,,,,,,JCR+CAS
ACTA AMAZONICA,0.8,Q3,131/181,ECOLOGY(SCIE);PLANT SCIENCES(SCIE);ZOOLOGY(SCIE),4,否,是,,,,,,JCR+CAS
ACTA ANAESTHESIOLOGICA BELGICA,0.3,Q4,58/68,ANESTHESIOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ACTA ANAESTHESIOLOGICA SCANDINAVICA,2.0,Q2,30/68,ANESTHESIOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA ANALYTICA-INTERNATIONAL PERIODICAL FOR PHILOSOPHY IN THE ANALYTICAL TRADITION,0.2,,,PHILOSOPHY(AHCI),3,否,否,,,,,,JCR+CAS
ACTA ANGIOLOGICA,0.3,Q4,93/98,PERIPHERAL VASCULAR DISEASE(ESCI),4,否,是,,,,,,JCR+CAS
ACTA APPLICANDAE MATHEMATICAE,1.0,Q3,192/343,"MATHEMATICS, APPLIED(SCIE)",4,否,否,01678019,15729036,Springer Science and Business Media B.V.,Netherlands,Applied Mathematics,JCR+CAS+EI
ACTA ARCHAEOLOGICA,0.4,,,ARCHAEOLOGY(AHCI),3,否,否,,,,,,JCR+CAS
ACTA ARITHMETICA,0.4,Q4,383/483,MATHEMATICS(SCIE),3,否,否,,,,,,JCR+CAS
ACTA ASTRONAUTICA,3.4,Q1,10/55,"ENGINEERING, AEROSPACE(SCIE)",2,否,否,00945765,-,Elsevier Ltd,United Kingdom,Aerospace Engineering,JCR+CAS+EI
ACTA ASTRONOMICA,0.6,Q4,74/84,ASTRONOMY & ASTROPHYSICS(SCIE),4,否,否,,,,,,JCR+CAS
ACTA BALNEOLOGICA,0.2,Q4,171/173,REHABILITATION(ESCI),4,否,否,,,,,,JCR+CAS
ACTA BALTICO-SLAVICA,0.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
ACTA BIOCHIMICA ET BIOPHYSICA SINICA,3.4,Q1,18/79,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);BIOPHYSICS(SCIE),2,否,否,,,,,,JCR+CAS
ACTA BIOCHIMICA POLONICA,1.7,Q4,271/319,BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA BIOCLINICA,,,,,4,否,否,,,,,,CAS
ACTA BIOETHICA,0.3,Q4,71/77,"ETHICS(SSCI);MEDICAL ETHICS(SCIE);SOCIAL SCIENCES, BIOMEDICAL(SSCI)",4,否,是,,,,,,JCR+CAS
ACTA BIOLOGICA COLOMBIANA,0.4,Q4,171/181,PLANT SCIENCES(SCIE);ZOOLOGY(SCIE),4,否,是,,,,,,JCR+CAS
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,0.4,Q4,259/273,PLANT SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
ACTA BIOMATERIALIA,9.6,Q1,11/124,"ENGINEERING, BIOMEDICAL(SCIE);MATERIALS SCIENCE, BIOMATERIALS(SCIE)",1,是,否,17427061,18787568,Acta Materialia Inc,United Kingdom,Biochemistry; Biotechnology; Molecular Biology; Biomedical Engineering; Biomaterials,JCR+CAS+EI
ACTA BIOQUIMICA CLINICA LATINOAMERICANA,0.1,Q4,33/33,MEDICAL LABORATORY TECHNOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA BIOTHEORETICA,1.5,Q4,53/67,MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ACTA BOREALIA,0.6,,,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",4,否,否,,,,,,JCR+CAS
ACTA BOTANICA BRASILICA,1.1,Q3,194/273,PLANT SCIENCES(SCIE),4,否,是,,,,,,JCR+CAS
ACTA BOTANICA CROATICA,0.7,Q4,231/273,PLANT SCIENCES(SCIE),4,否,是,,,,,,JCR+CAS
ACTA BOTANICA MEXICANA,0.8,Q4,221/273,PLANT SCIENCES(SCIE),4,否,否,,,,,,JCR+CAS
ACTA BRASILIENSIS,0.1,Q4,90/94,"AGRICULTURE, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
ACTA CARDIOLOGICA,2.5,Q2,98/230,CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CARDIOLOGICA SINICA,1.8,Q3,137/230,CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CARSOLOGICA,1.1,Q4,197/258,"GEOSCIENCES, MULTIDISCIPLINARY(SCIE)",4,否,是,,,,,,JCR+CAS
ACTA CHEMICA IASI,0.3,Q4,228/239,"CHEMISTRY, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
ACTA CHIMICA SINICA,1.6,Q3,160/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE)",2,否,否,,,,,,JCR+CAS
ACTA CHIMICA SLOVACA,0.7,Q4,201/239,"CHEMISTRY, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
ACTA CHIMICA SLOVENICA,1.3,Q3,170/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE)",4,否,是,,,,,,JCR+CAS
ACTA CHIROPTEROLOGICA,0.7,Q4,149/181,ZOOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CHIRURGIAE ORTHOPAEDICAE ET TRAUMATOLOGIAE CECHOSLOVACA,0.4,Q4,127/139,ORTHOPEDICS(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CHIRURGICA BELGICA,0.8,Q3,234/312,SURGERY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CHROMATOGRAPHICA,1.7,Q3,78/111,"CHEMISTRY, ANALYTICAL(SCIE)",4,否,否,,,,,,JCR+CAS
ACTA CIRURGICA BRASILEIRA,1.3,Q3,190/312,SURGERY(SCIE),4,否,是,,,,,,JCR+CAS
ACTA CLASSICA,<0.1,,,CLASSICS(AHCI),3,否,否,,,,,,JCR+CAS
ACTA CLINICA BELGICA,0.9,Q3,179/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",4,否,否,,,,,,JCR+CAS
ACTA CLINICA CROATICA,0.8,Q3,192/332,"MEDICINE, GENERAL & INTERNAL(SCIE)",4,否,是,,,,,,JCR+CAS
ACTA COLOMBIANA DE PSICOLOGIA,0.7,Q4,162/185,"PSYCHOLOGY, CLINICAL(ESCI)",4,否,是,,,,,,JCR+CAS
ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,1.8,Q3,18/31,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);CRYSTALLOGRAPHY(SCIE)",4,否,否,,,,,,JCR+CAS
ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS,1.3,Q3,20/31,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);CRYSTALLOGRAPHY(SCIE)",3,否,否,,,,,,JCR+CAS
"ACTA CRYSTALLOGRAPHICA SECTION B: STRUCTURAL SCIENCE, CRYSTAL ENGINEERING AND MATERIALS",,,,,,,,20525192,20525206,International Union of Crystallography,United Kingdom,"Electronic, Optical and Magnetic Materials; Materials Chemistry; Metals and Alloys; Atomic and Molecular Physics, and Optics",EI
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,0.9,Q3,23/31,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);CRYSTALLOGRAPHY(SCIE)",4,否,否,,,,,,JCR+CAS
ACTA CRYSTALLOGRAPHICA SECTION C: STRUCTURAL CHEMISTRY,,,,,,,,-,20532296,International Union of Crystallography,United Kingdom,Inorganic Chemistry; Physical and Theoretical Chemistry; Materials Chemistry; Condensed Matter Physics,EI
ACTA CRYSTALLOGRAPHICA SECTION D-STRUCTURAL BIOLOGY,3.8,Q1,3/31,BIOCHEMICAL RESEARCH METHODS(SCIE);BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);BIOPHYSICS(SCIE);CRYSTALLOGRAPHY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CRYSTALLOGRAPHICA SECTION E-CRYSTALLOGRAPHIC COMMUNICATIONS,0.6,Q4,26/31,CRYSTALLOGRAPHY(ESCI),4,否,是,,,,,,JCR+CAS
ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY COMMUNICATIONS,1.1,Q3,21/31,BIOCHEMICAL RESEARCH METHODS(SCIE);BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);BIOPHYSICS(SCIE);CRYSTALLOGRAPHY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA CYBERNETICA,,,,,4,否,否,0324721X,-,"University of Szeged, Institute of Informatics",Hungary,Computer Science (miscellaneous); Computational Theory and Mathematics; Computer Vision and Pattern Recognition; Software; Information Systems and Management; Management Science and Operations Research; Electrical and Electronic Engineering; Theoretical Computer Science,CAS+EI
ACTA CYTOLOGICA,1.7,Q3,52/90,PATHOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA DERMATO-VENEREOLOGICA,3.7,Q1,17/96,DERMATOLOGY(SCIE),3,否,是,,,,,,JCR+CAS
ACTA DERMATOVENEROLOGICA ALPINA PANNONICA ET ADRIATICA,1.0,Q4,76/96,DERMATOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
ACTA DERMATOVENEROLOGICA CROATICA,0.5,Q4,85/96,DERMATOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA DIABETOLOGICA,2.9,Q3,96/191,ENDOCRINOLOGY & METABOLISM(SCIE),3,否,否,,,,,,JCR+CAS
ACTA ECOLOGICA SINICA,7.1,Q1,12/200,ECOLOGY(ESCI),,,,,,,,,JCR
ACTA ENDOCRINOLOGICA-BUCHAREST,0.7,Q4,173/191,ENDOCRINOLOGY & METABOLISM(SCIE),4,否,否,,,,,,JCR+CAS
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,0.8,Q3,79/110,ENTOMOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
ACTA EPILEPTOLOGICA,1.2,Q4,232/285,CLINICAL NEUROLOGY(ESCI),4,否,是,,,,,,JCR+CAS
ACTA ET COMMENTATIONES UNIVERSITATIS TARTUENSIS DE MATHEMATICA,0.6,Q3,282/483,MATHEMATICS(ESCI),4,否,否,,,,,,JCR+CAS
ACTA ETHOLOGICA,1.3,Q2,75/181,BEHAVIORAL SCIENCES(SCIE);ZOOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA FACULTATIS MEDICAE NAISSENSIS,0.3,Q4,251/332,"MEDICINE, GENERAL & INTERNAL(ESCI)",4,否,是,,,,,,JCR+CAS
ACTA FACULTATIS XYLOLOGIAE ZVOLEN,0.8,Q3,18/24,"MATERIALS SCIENCE, PAPER & WOOD(ESCI)",4,否,否,,,,,,JCR+CAS
ACTA GASTRO-ENTEROLOGICA BELGICA,1.2,Q4,119/147,GASTROENTEROLOGY & HEPATOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA GEOCHIMICA,1.3,Q3,64/100,GEOCHEMISTRY & GEOPHYSICS(ESCI),3,否,否,20960956,23657499,Science Press,United States,Geochemistry and Petrology,JCR+CAS+EI
ACTA GEODAETICA ET GEOPHYSICA,1.8,Q3,54/100,GEOCHEMISTRY & GEOPHYSICS(SCIE),4,否,否,22135812,22135820,Akademiai Kiado ZRt.,Switzerland,Geology; Geophysics; Building and Construction,JCR+CAS+EI
ACTA GEODYNAMICA ET GEOMATERIALIA,0.8,Q4,80/100,GEOCHEMISTRY & GEOPHYSICS(SCIE);MINING & MINERAL PROCESSING(SCIE),4,否,否,,,,,,JCR+CAS
ACTA GEOGRAPHICA SLOVENICA-GEOGRAFSKI ZBORNIK,0.9,Q4,55/67,"GEOGRAPHY, PHYSICAL(SCIE)",4,否,是,,,,,,JCR+CAS
ACTA GEOLOGICA POLONICA,0.9,Q3,37/61,GEOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
ACTA GEOLOGICA SINICA-ENGLISH EDITION,3.7,Q1,60/258,"GEOSCIENCES, MULTIDISCIPLINARY(SCIE)",4,否,否,,,,,,JCR+CAS
